school_server_code,avg_timesp_year_e,avg_timesp_year_m,avg_timesp_year_s
4202010-tg210,0.0,0.7142857142857143,0.0
4202034-tg234,0.0,50.777973951536566,1.9172487909725955
4202059-tg259,0.0,32.0,4.75
4202074-tg274,0.0,0.0,0.0
4202083-tg283,0.0,9.5,0.0
4213025-tg25,0.0,13.649999999999999,1.0
4221018-tg118,0.0,6.0,0.0
4221026-tg126,0.0,0.0,0.0
4221040-tg140,0.0,45.97752808988764,9.870275791624106
4221067-tg167,0.0,90.60257234726686,0.0
4221068-tg168,0.0,2.25,0.0
4221074-tg174,0.0,38.64,12.06
4231023-tg123,0.0,1.0,1.0
4231029-tg129,0.0,4.279892037786774,3.7408906882591086
4231036-tg136,0.0,47.04155797788377,18.64391979301423
4231043-tg143,0.0,0.0,0.0
4231046-tg146,0.0,6.5,0.0
4231050-tg150,0.0,5.5,0.0
4231051-tg151,0.0,4.0,0.0
4231058-tg158,0.0,1.3333333333333333,0.0
4231078-tg178,0.0,23.56666666666667,0.0
4231084-tg184,0.0,44.05646630236795,0.0
